N,P,K,temperature,humidity,ph,rainfall,label
22.28,146.65,210.0,23.22,83.64,5.51,68.13,grapes
22.01,134.35,202.76,26.04,83.09,5.39,60.22,grapes
19.92,129.68,208.51,19.15,80.11,6.48,66.6,grapes
25.96,131.1,202.15,22.89,85.24,5.23,65.97,grapes
24.98,137.84,210.0,22.24,89.3,5.67,82.89,grapes
28.1,123.37,202.56,23.6,85.03,5.89,66.53,grapes
31.41,131.51,206.71,22.9,90.23,5.66,63.46,grapes
32.35,128.05,210.0,27.37,81.13,5.09,69.41,grapes
23.81,144.17,210.0,21.06,85.91,6.38,80.33,grapes
26.19,113.08,198.86,19.18,80.89,6.49,72.65,grapes
30.09,135.92,189.71,13.72,82.64,5.89,59.83,grapes
13.0,125.15,198.54,26.46,82.84,6.8,59.24,grapes
28.49,132.97,205.66,22.05,87.26,6.15,62.81,grapes
23.13,130.1,204.01,19.08,81.75,6.2,69.93,grapes
31.28,140.24,200.04,24.67,83.38,6.2,51.34,grapes
21.39,117.66,210.0,23.56,80.93,6.45,73.82,grapes
16.43,131.79,197.42,16.82,78.45,5.91,68.45,grapes
14.31,144.02,199.28,23.95,83.9,5.61,74.16,grapes
21.0,123.53,204.69,29.77,85.52,6.46,64.39,grapes
13.61,147.4,210.0,29.97,80.22,5.42,58.94,grapes
13.1,131.43,210.0,23.23,83.41,6.69,65.56,grapes
35.41,150.0,199.05,21.49,85.39,5.83,58.03,grapes
30.89,144.66,201.34,18.75,75.75,6.05,64.6,grapes
95.99,21.09,53.77,29.05,81.24,6.36,56.87,watermelon
103.88,23.13,52.2,30.22,87.36,6.92,48.21,watermelon
99.54,20.64,58.16,27.42,84.87,7.05,33.26,watermelon
85.18,19.73,50.17,27.11,85.46,6.73,44.28,watermelon
105.1,20.98,56.2,30.63,86.18,6.61,38.61,watermelon
94.09,16.23,55.35,24.07,88.39,6.5,49.38,watermelon
101.89,15.44,47.95,21.34,84.21,6.31,46.67,watermelon
103.57,19.63,51.26,28.09,87.5,6.38,47.1,watermelon
102.53,19.3,57.09,28.58,83.03,6.46,56.17,watermelon
110.08,20.76,49.78,22.46,81.2,6.61,53.54,watermelon
88.41,17.18,53.26,22.72,89.62,6.35,60.86,watermelon
94.07,12.89,47.81,25.36,83.65,6.41,53.47,watermelon
97.69,16.74,41.55,26.58,84.84,7.14,43.28,watermelon
81.32,19.47,51.83,23.08,79.08,7.11,62.11,watermelon
74.53,15.17,58.42,24.41,83.24,6.39,41.83,watermelon
82.35,21.21,40.89,26.22,88.75,5.92,43.41,watermelon
111.53,19.13,47.01,28.61,90.03,6.61,43.6,watermelon
95.27,18.15,49.16,27.95,79.08,5.9,52.25,watermelon
94.48,14.49,41.26,25.65,84.99,6.76,51.35,watermelon
98.07,21.71,43.54,26.94,78.52,6.16,41.1,watermelon
107.22,16.74,50.03,22.83,84.0,6.19,53.87,watermelon
89.49,22.32,41.72,23.58,91.91,6.33,40.28,watermelon
101.59,15.1,45.92,22.86,96.27,6.4,35.4,watermelon
114.34,19.44,46.27,23.27,87.89,6.4,35.39,watermelon
117.27,15.26,57.58,28.8,81.2,6.91,45.59,watermelon
80.73,15.3,52.09,24.44,83.97,6.96,51.65,watermelon
90.97,19.81,51.09,19.3,86.91,6.66,50.96,watermelon
108.32,14.31,51.78,21.68,86.83,7.28,42.84,watermelon
91.8,14.16,50.75,22.94,86.88,6.84,55.07,watermelon
81.72,20.98,54.79,27.68,86.69,6.59,59.06,watermelon
118.64,13.19,55.49,25.38,84.68,5.89,48.52,watermelon
89.43,15.14,44.61,24.48,83.58,6.54,37.88,watermelon
84.94,18.45,46.11,28.29,86.1,6.74,62.09,watermelon
96.3,14.7,54.46,26.87,84.45,7.06,49.1,watermelon
99.73,17.08,45.43,25.79,90.79,6.68,51.05,watermelon
97.78,18.32,53.85,27.12,83.87,6.63,54.64,watermelon
89.33,17.67,39.29,26.81,87.84,6.8,47.64,watermelon
102.49,22.7,57.17,25.53,85.76,6.94,38.79,watermelon
96.17,22.34,54.98,26.52,79.18,6.48,46.08,watermelon
102.71,13.76,44.97,20.44,90.09,6.34,52.06,watermelon
99.38,12.73,43.8,23.09,82.31,6.65,44.43,watermelon
116.86,21.11,54.14,25.3,91.26,6.41,50.55,watermelon
101.1,19.81,53.28,24.41,83.07,6.76,56.52,watermelon
95.47,10.65,49.06,27.16,92.42,6.02,47.39,watermelon
95.51,22.42,49.93,23.33,87.43,6.34,41.0,watermelon
90.47,23.94,52.02,25.87,84.2,6.62,53.04,watermelon
102.32,17.46,54.44,25.66,81.29,6.26,34.97,watermelon
119.67,20.45,45.95,24.9,82.65,7.12,39.44,watermelon
100.54,16.57,54.23,25.34,78.17,6.4,43.02,watermelon
100.2,22.74,41.4,23.6,82.99,6.35,56.72,watermelon
97.66,18.66,46.97,26.17,88.31,6.21,57.05,watermelon
99.92,21.18,49.09,26.55,85.04,6.46,52.87,watermelon
104.77,12.0,57.27,20.95,82.46,6.46,54.1,watermelon
115.16,9.57,47.56,20.28,85.33,6.61,63.53,watermelon
100.61,21.18,53.02,24.51,79.56,6.61,38.86,watermelon
112.35,16.35,56.08,24.4,86.28,6.58,50.44,watermelon
95.07,18.57,45.47,22.58,90.17,6.79,51.33,watermelon
116.05,15.93,56.71,26.04,81.1,7.24,58.73,watermelon
98.19,19.91,48.08,27.67,75.64,6.09,58.63,watermelon
96.9,17.83,43.37,30.22,89.96,6.42,47.56,watermelon
109.7,24.93,54.87,31.03,81.51,6.17,41.29,watermelon
103.82,17.7,49.34,27.62,90.13,5.89,46.02,watermelon
107.6,15.13,46.11,28.15,80.04,6.38,53.43,watermelon
93.66,20.13,47.26,29.12,84.7,6.77,56.77,watermelon
93.12,8.79,51.9,25.78,87.42,6.41,47.36,watermelon
119.48,11.11,53.77,24.16,83.86,6.37,44.37,watermelon
105.11,22.56,52.45,25.86,81.25,6.71,68.05,watermelon
95.59,15.5,47.29,24.38,74.22,6.66,44.04,watermelon
83.3,20.01,44.69,24.75,91.07,5.94,38.54,watermelon
102.09,21.6,42.23,26.62,87.52,5.68,57.19,watermelon
108.17,15.75,56.36,28.44,85.61,6.32,43.02,watermelon
99.02,19.28,48.48,20.11,90.27,6.58,47.76,watermelon
107.97,23.1,36.09,26.69,79.49,6.7,51.82,watermelon
105.76,15.0,40.73,24.47,86.83,6.91,41.43,watermelon
109.67,14.41,51.91,24.33,85.93,6.86,40.98,watermelon
92.6,17.74,62.11,23.44,93.36,7.3,50.02,watermelon
96.42,14.23,49.76,22.08,84.9,7.1,45.91,watermelon
96.99,10.2,51.97,26.26,85.45,6.41,48.46,watermelon
104.42,16.88,51.67,26.14,89.69,6.77,52.34,watermelon
114.58,18.68,56.62,27.12,77.83,7.02,51.88,watermelon
98.88,18.13,48.38,26.17,82.83,7.01,49.89,watermelon
95.57,13.3,51.44,26.07,86.75,6.09,37.99,watermelon
105.66,22.94,44.97,29.57,86.34,6.5,47.62,watermelon
85.55,20.95,46.22,23.65,89.17,5.75,38.61,watermelon
99.22,18.17,52.52,24.85,95.32,6.41,48.95,watermelon
91.43,17.5,53.17,28.61,79.24,6.4,54.37,watermelon
105.27,17.03,52.81,23.58,91.43,6.9,40.04,watermelon
88.65,12.81,53.49,22.39,83.88,6.68,50.27,watermelon
101.99,12.74,53.07,24.07,83.9,6.6,51.62,watermelon
99.64,14.0,48.6,25.61,79.7,6.31,53.9,watermelon
86.63,21.63,56.45,22.49,90.63,6.44,54.15,watermelon
94.43,20.69,52.13,23.56,80.54,5.92,52.3,watermelon
105.12,19.6,49.51,22.71,82.47,6.96,46.92,watermelon
100.83,12.7,51.78,24.46,89.39,6.81,46.83,watermelon
98.13,14.8,43.0,23.46,85.99,6.63,51.99,watermelon
96.38,20.73,50.42,27.36,78.1,4.93,53.07,watermelon
85.15,16.15,48.59,29.57,86.8,6.57,57.5,watermelon
103.08,15.17,55.46,22.83,86.49,5.88,52.43,watermelon
101.33,23.71,42.28,24.1,88.49,6.63,52.24,watermelon
89.84,14.64,56.33,25.47,86.7,6.45,41.34,watermelon
109.64,19.71,61.63,26.57,94.77,6.01,25.33,muskmelon
110.07,9.41,49.08,27.47,90.19,6.52,29.18,muskmelon
98.97,18.52,50.67,28.6,89.03,6.73,25.88,muskmelon
104.25,14.47,47.8,28.25,87.7,5.89,22.3,muskmelon
105.53,15.09,45.01,26.97,90.93,6.29,33.36,muskmelon
110.85,21.8,55.94,26.6,88.63,6.07,30.04,muskmelon
94.83,12.69,47.95,28.12,93.11,6.48,21.39,muskmelon
107.16,15.14,49.32,29.97,90.37,6.23,27.07,muskmelon
91.72,16.16,52.88,32.71,94.12,6.54,26.82,muskmelon
89.57,18.16,49.95,29.24,92.65,6.51,23.45,muskmelon
100.89,12.79,48.5,31.38,93.26,6.39,32.28,muskmelon
86.69,13.26,58.66,28.69,91.57,6.04,26.49,muskmelon
105.74,13.32,49.4,27.93,93.07,6.06,29.71,muskmelon
109.46,16.25,49.02,28.33,89.97,6.27,23.62,muskmelon
116.43,21.49,54.77,29.34,88.95,6.39,28.58,muskmelon
87.72,20.25,61.71,30.72,96.54,6.47,28.57,muskmelon
93.12,20.88,53.37,29.18,96.25,6.24,23.95,muskmelon
101.25,13.58,51.23,25.16,95.44,6.41,22.62,muskmelon
91.96,16.76,53.54,29.7,90.18,6.15,27.33,muskmelon
93.08,17.94,50.72,29.22,94.87,6.02,17.06,muskmelon
94.63,24.91,60.21,32.26,91.72,5.87,15.33,muskmelon
94.16,16.91,56.6,30.34,92.98,6.13,20.86,muskmelon
102.84,20.49,52.06,26.53,94.25,6.53,20.42,muskmelon
92.46,20.45,48.93,31.78,93.8,6.25,24.66,muskmelon
100.93,14.79,45.54,30.0,94.84,6.58,30.76,muskmelon
94.88,24.4,45.6,26.57,87.02,6.27,22.69,muskmelon
105.56,18.68,44.14,27.81,91.19,5.87,20.78,muskmelon
92.59,23.43,51.06,29.92,87.8,6.76,29.9,muskmelon
80.32,14.88,52.58,29.89,90.26,6.31,22.31,muskmelon
101.4,22.49,46.24,30.6,89.95,6.15,27.97,muskmelon
109.52,21.11,43.52,27.67,94.77,6.41,20.41,muskmelon
104.88,14.84,59.07,31.69,94.11,6.81,24.96,muskmelon
107.95,23.61,51.33,28.09,87.19,6.38,27.99,muskmelon
109.76,19.72,47.39,24.65,90.81,6.31,23.45,muskmelon
106.49,25.64,50.72,28.17,91.52,6.44,21.39,muskmelon
101.5,19.5,51.15,29.52,93.6,5.87,27.25,muskmelon
93.59,13.32,44.58,29.47,91.63,5.9,26.61,muskmelon
85.9,18.26,51.29,30.37,97.65,5.99,24.49,muskmelon
97.54,19.43,51.18,27.89,90.98,6.07,28.65,muskmelon
104.89,21.37,48.55,27.29,89.07,6.51,20.54,muskmelon
118.79,12.47,51.47,31.73,94.1,6.45,20.83,muskmelon
86.48,20.78,57.63,27.72,88.88,5.66,20.78,muskmelon
99.16,24.1,53.47,29.21,91.1,6.23,30.32,muskmelon
102.31,9.29,46.73,26.88,90.66,6.57,24.27,muskmelon
99.53,22.95,46.62,32.33,90.29,6.43,23.58,muskmelon
101.53,19.48,52.27,27.09,88.93,7.15,22.76,muskmelon
107.29,11.27,48.7,28.35,93.72,5.58,25.36,muskmelon
88.8,19.0,44.92,26.89,91.48,6.08,22.8,muskmelon
88.37,10.37,55.19,26.01,91.76,6.63,22.24,muskmelon
92.05,18.6,55.69,26.26,91.85,5.88,23.13,muskmelon
100.64,14.28,47.82,25.78,92.53,6.72,20.31,muskmelon
94.07,19.71,56.16,25.61,91.79,6.48,24.29,muskmelon
75.53,19.7,57.7,28.83,89.21,6.25,31.78,muskmelon
109.4,20.26,51.88,27.28,91.7,6.38,26.9,muskmelon
115.39,22.17,43.0,29.05,94.51,6.59,22.18,muskmelon
129.44,12.59,44.68,29.07,98.65,6.15,23.64,muskmelon
111.07,17.63,48.43,29.73,93.12,6.71,29.87,muskmelon
103.37,18.87,51.17,29.58,92.47,6.4,29.49,muskmelon
115.46,11.67,50.15,27.22,91.37,6.52,27.38,muskmelon
99.18,10.05,45.27,30.39,84.08,6.76,26.78,muskmelon
113.46,16.91,39.79,29.46,96.12,6.68,22.05,muskmelon
101.17,15.57,46.0,30.51,88.71,6.13,20.28,muskmelon
85.4,18.29,55.91,28.23,87.78,6.65,31.44,muskmelon
93.84,15.79,52.68,31.84,90.74,6.0,27.23,muskmelon
108.29,17.72,47.31,30.59,93.88,6.17,24.9,muskmelon
86.78,20.44,48.79,27.73,92.2,6.41,28.28,muskmelon
106.21,17.07,53.92,29.4,91.02,6.36,24.11,muskmelon
105.35,16.23,48.15,32.54,95.12,6.17,26.98,muskmelon
101.48,19.27,50.79,30.98,93.34,6.38,28.87,muskmelon
102.63,18.19,51.67,28.41,92.33,6.22,21.7,muskmelon
90.31,12.13,45.7,28.25,92.61,6.32,15.28,muskmelon
116.05,22.05,52.33,32.41,89.37,6.97,20.84,muskmelon
102.69,12.6,50.17,29.37,91.84,6.61,25.1,muskmelon
95.08,15.43,54.15,27.29,95.05,6.77,18.03,muskmelon
111.63,25.94,51.36,29.8,95.41,6.32,25.43,muskmelon
87.16,18.25,52.59,29.63,95.5,6.17,22.57,muskmelon
119.26,17.1,51.1,28.47,89.83,6.89,22.59,muskmelon
89.03,15.9,40.09,27.3,89.4,6.59,22.01,muskmelon
109.18,23.29,54.01,28.17,92.72,5.94,24.16,muskmelon
91.7,20.48,62.96,29.6,86.33,6.29,25.19,muskmelon
101.17,14.78,51.33,26.11,89.47,6.59,20.64,muskmelon
105.68,12.22,58.92,27.05,91.63,6.5,22.44,muskmelon
101.73,20.0,54.9,30.18,91.78,6.36,34.1,muskmelon
109.8,14.01,50.6,27.93,91.89,6.03,23.05,muskmelon
118.42,20.02,37.64,31.03,95.57,6.29,27.57,muskmelon
91.71,15.82,57.59,28.06,86.69,6.38,24.39,muskmelon
112.28,17.76,47.99,30.69,92.66,6.17,29.32,muskmelon
102.24,17.71,50.99,26.46,90.72,6.4,23.92,muskmelon
113.02,18.57,54.37,28.62,95.47,6.52,24.75,muskmelon
100.17,13.88,52.63,28.52,90.79,6.73,19.7,muskmelon
96.08,21.81,51.68,28.5,93.05,6.45,18.63,muskmelon
96.81,24.17,46.8,27.96,90.68,6.37,22.37,muskmelon
105.17,18.49,53.97,26.5,91.28,6.33,26.52,muskmelon
92.37,21.36,56.03,26.62,90.83,6.24,35.23,muskmelon
96.0,24.41,43.77,26.62,90.24,6.15,23.63,muskmelon
93.21,14.42,55.89,31.05,95.15,6.56,25.07,muskmelon
95.33,13.89,51.91,26.25,89.32,6.75,32.3,muskmelon
104.23,22.13,48.87,25.92,94.14,6.57,24.99,muskmelon
97.88,21.55,45.17,27.05,89.28,6.43,20.35,muskmelon
93.46,14.88,48.8,25.63,92.56,6.77,25.24,muskmelon
30.05,147.54,206.12,22.79,92.37,6.21,108.0,apple
9.5,139.12,190.85,20.19,92.3,5.86,95.76,apple
21.79,143.86,190.87,25.78,87.62,6.75,107.76,apple
21.67,115.28,199.4,23.17,92.04,5.67,101.34,apple
27.58,134.51,210.0,21.28,91.0,6.23,93.22,apple
13.52,145.17,190.52,18.05,97.91,5.34,114.91,apple
21.21,106.09,197.76,23.72,93.36,6.26,108.05,apple
25.08,127.31,188.62,19.36,87.91,6.3,94.53,apple
22.44,131.54,199.08,26.01,90.98,6.14,113.15,apple
19.89,150.0,188.37,25.82,94.27,5.71,132.25,apple
9.71,128.98,190.23,23.63,88.96,6.07,110.46,apple
17.92,138.09,197.75,19.88,100.0,5.71,86.09,apple
15.75,121.53,206.51,23.4,93.5,5.75,109.35,apple
18.57,133.39,206.58,23.44,93.8,6.1,123.31,apple
22.53,137.79,209.41,20.94,89.73,5.43,114.89,apple
9.68,138.82,199.03,25.44,90.28,5.82,126.17,apple
29.1,127.4,201.35,23.34,93.42,5.79,128.08,apple
9.46,129.99,203.48,23.74,96.36,6.38,109.27,apple
28.6,127.06,207.35,27.13,95.94,5.94,108.72,apple
11.63,137.31,190.98,20.62,88.73,5.72,112.36,apple
22.44,128.19,208.45,22.08,89.94,5.99,136.26,apple
22.81,130.57,187.68,22.05,93.0,5.74,92.72,apple
15.7,148.75,210.0,20.38,94.32,5.43,129.55,apple
22.27,143.7,186.18,24.29,92.28,6.24,123.68,apple
21.19,128.19,206.14,22.45,89.68,5.53,94.97,apple
17.74,145.23,201.32,21.28,94.71,5.57,113.84,apple
19.72,141.99,187.28,20.47,87.39,5.8,127.24,apple
17.77,129.09,206.87,25.27,92.03,6.17,99.78,apple
29.07,150.0,204.07,17.39,90.63,6.15,107.64,apple
28.43,140.08,194.25,22.68,89.62,5.83,106.04,apple
27.85,150.0,188.45,17.79,91.56,5.29,113.25,apple
25.29,149.14,201.51,22.12,86.36,5.91,113.56,apple
24.63,127.12,196.42,18.9,85.43,5.46,93.86,apple
22.82,129.02,195.59,20.14,82.6,6.5,100.7,apple
18.33,119.65,207.68,22.96,89.82,5.74,132.84,apple
20.36,132.38,192.37,17.86,91.82,6.03,125.9,apple
7.31,122.95,195.25,22.59,91.86,5.85,117.6,apple
15.38,143.54,203.37,21.8,97.1,6.52,123.89,apple
2.69,149.99,206.26,27.62,96.01,6.53,123.24,apple
28.89,150.0,201.63,18.67,91.38,6.06,113.6,apple
13.32,117.89,193.97,24.62,97.04,6.27,125.39,apple
20.32,116.78,196.26,21.95,90.81,5.92,118.0,apple
25.92,131.42,184.67,21.39,92.43,6.39,105.89,apple
23.88,137.1,200.25,24.93,90.32,5.67,112.56,apple
16.96,139.28,194.19,23.17,92.0,5.99,107.18,apple
18.77,135.16,201.52,22.59,97.42,5.5,111.93,apple
11.36,137.92,190.98,21.9,91.18,6.01,106.07,apple
17.23,148.56,202.18,21.2,91.55,6.56,109.88,apple
16.66,127.35,195.51,21.11,88.46,5.45,102.75,apple
24.35,130.39,198.24,25.78,96.19,5.79,105.13,apple
15.61,141.13,198.26,21.63,89.86,5.59,116.54,apple
12.91,144.15,195.63,22.23,88.29,5.9,108.76,apple
20.5,148.92,201.32,20.61,90.17,6.14,128.28,apple
22.49,141.09,204.78,26.15,86.45,6.17,124.5,apple
12.77,125.34,193.09,20.78,90.85,6.0,123.09,apple
27.29,125.82,193.14,25.89,94.24,5.93,118.38,apple
20.62,139.45,197.21,23.27,87.77,5.62,104.58,apple
18.55,124.93,195.63,18.81,93.95,5.87,92.24,apple
15.79,137.57,195.56,20.86,92.08,6.04,95.46,apple
24.1,126.2,199.76,22.51,90.72,5.49,109.27,apple
30.55,120.58,210.0,21.95,92.41,5.47,103.44,apple
17.78,123.74,198.23,21.58,97.85,5.43,113.93,apple
22.29,123.5,205.39,21.6,84.82,6.16,99.3,apple
14.51,141.08,197.12,24.89,95.93,5.64,122.22,apple
16.27,150.0,194.36,25.17,94.83,6.03,104.65,apple
19.89,112.66,201.7,23.47,92.7,4.71,97.51,apple
16.31,137.12,202.21,22.17,94.21,5.49,120.02,apple
23.65,137.98,198.44,27.18,93.78,5.51,115.68,apple
25.31,128.32,208.61,23.56,85.27,6.02,107.83,apple
24.02,143.64,201.46,26.76,91.76,6.15,122.36,apple
20.22,141.99,195.14,21.54,88.36,6.0,116.6,apple
27.88,142.11,197.62,19.65,93.6,6.34,121.76,apple
27.31,132.08,196.17,20.76,92.13,5.87,115.18,apple
20.02,132.86,193.69,24.95,92.53,5.83,103.73,apple
12.81,147.28,204.34,18.54,94.59,6.27,114.19,apple
30.39,136.37,188.57,23.51,93.03,5.66,119.58,apple
10.79,144.11,192.88,20.14,91.96,6.07,114.67,apple
16.34,129.14,190.84,22.04,95.53,5.9,123.01,apple
29.53,128.32,198.41,28.03,96.63,5.23,117.35,apple
20.8,142.46,193.94,20.5,90.27,5.67,122.48,apple
13.71,127.97,185.59,25.12,96.11,5.77,109.12,apple
23.52,148.94,203.17,20.86,87.44,5.45,113.58,apple
16.87,136.15,195.48,19.95,88.77,6.52,123.37,apple
31.18,139.6,196.46,25.91,92.2,5.99,112.19,apple
3.12,150.0,203.83,23.42,92.11,5.97,105.53,apple
24.5,121.13,201.39,24.0,91.7,6.05,100.8,apple
15.01,136.57,205.33,17.91,93.87,5.68,110.39,apple
12.76,125.68,207.63,22.68,91.15,5.85,118.57,apple
23.44,133.45,208.64,25.03,93.54,5.92,120.59,apple
22.69,144.81,207.1,20.05,89.04,5.62,124.41,apple
11.34,138.15,202.8,25.51,92.84,5.36,101.19,apple
13.71,128.82,198.44,19.69,96.71,5.37,128.85,apple
27.91,143.18,194.35,23.46,88.47,6.26,111.81,apple
18.34,121.96,180.08,20.0,95.64,5.74,110.67,apple
24.73,150.0,210.0,20.17,86.47,6.84,139.93,apple
21.93,121.5,207.61,22.33,91.96,6.26,116.71,apple
13.69,130.95,205.19,23.88,93.09,6.27,108.36,apple
21.87,100.44,196.3,24.51,91.13,5.71,100.2,apple
26.82,139.68,206.5,18.28,91.82,5.79,109.33,apple
17.1,130.74,206.7,17.82,97.63,6.09,112.19,apple
25.04,10.79,8.01,22.44,96.3,6.98,115.8,orange
16.06,18.55,15.03,25.79,91.96,7.27,117.33,orange
22.64,21.05,13.31,22.42,94.13,6.85,99.32,orange
17.98,16.29,5.02,25.38,83.9,8.09,128.42,orange
18.03,16.64,10.91,21.03,92.78,6.94,109.27,orange
20.69,11.35,10.12,23.29,92.59,6.91,124.05,orange
17.48,17.51,13.89,22.56,92.84,6.96,125.25,orange
18.05,21.73,9.69,20.22,94.24,6.88,117.85,orange
3.22,16.62,8.62,19.61,90.54,6.77,109.82,orange
11.4,17.87,14.1,23.64,94.63,7.44,125.24,orange
30.82,14.6,7.84,25.15,94.32,7.31,133.07,orange
19.67,18.3,7.06,29.21,91.19,6.88,106.24,orange
15.73,13.68,8.43,18.7,89.84,7.78,119.23,orange
25.16,21.31,15.5,17.49,88.51,6.68,104.76,orange
17.8,14.81,10.66,22.91,90.03,6.13,98.49,orange
16.3,15.61,6.61,21.33,88.81,6.95,97.52,orange
14.51,11.37,9.54,20.2,94.92,7.16,109.56,orange
14.82,18.12,12.07,23.23,97.01,7.18,121.36,orange
20.4,19.3,7.61,21.42,93.25,7.14,116.49,orange
26.2,10.9,7.08,23.49,90.03,8.35,116.59,orange
19.13,14.54,8.56,22.89,92.54,6.82,107.12,orange
27.67,22.14,10.76,18.78,93.82,7.62,126.84,orange
24.01,22.29,10.16,24.68,90.16,7.12,126.35,orange
16.06,13.15,10.29,22.12,94.15,6.82,131.02,orange
11.86,21.61,7.71,17.41,92.91,6.9,97.08,orange
9.51,16.57,12.93,24.55,92.37,7.19,110.07,orange
11.02,10.92,9.39,22.32,94.75,7.3,117.66,orange
17.92,11.08,11.24,24.38,85.03,6.67,102.11,orange
20.31,13.39,9.89,22.17,91.72,6.71,102.73,orange
13.12,18.12,11.71,20.49,96.76,6.87,128.76,orange
15.75,8.49,11.21,23.55,92.3,6.74,109.99,orange
16.53,15.39,12.52,23.35,94.03,6.91,106.3,orange
12.68,15.12,5.0,21.03,91.95,7.23,107.18,orange
21.69,7.88,9.83,17.76,88.58,6.93,125.72,orange
21.83,16.67,9.94,20.66,90.57,7.17,93.78,orange
23.16,15.05,12.48,25.68,87.18,6.77,100.13,orange
8.72,12.47,17.32,24.63,97.95,7.33,101.5,orange
17.31,18.95,11.31,21.07,87.67,8.32,108.71,orange
17.65,17.05,9.27,23.17,96.06,6.95,96.45,orange
18.63,14.74,14.27,26.31,92.52,6.49,95.69,orange
19.69,17.95,8.88,21.36,90.42,6.99,81.81,orange
12.99,14.09,13.62,20.36,92.74,7.09,125.97,orange
27.18,16.37,8.57,20.81,91.48,6.83,117.04,orange
22.12,18.97,13.78,28.39,92.57,7.44,106.18,orange
26.71,20.85,13.03,23.08,90.19,6.44,109.92,orange
28.8,15.36,12.36,25.33,91.35,7.53,75.5,orange
12.26,12.94,7.54,23.81,93.07,7.16,117.55,orange
13.9,11.73,11.19,20.91,87.49,7.39,127.14,orange
28.94,17.35,11.88,26.91,90.28,7.44,113.7,orange
25.08,17.34,13.89,23.47,87.75,7.58,99.03,orange
27.12,16.24,13.53,26.2,93.49,7.2,115.47,orange
7.52,17.07,6.65,23.31,88.77,6.53,129.66,orange
26.02,16.58,10.55,22.06,93.91,6.73,122.32,orange
18.08,14.92,10.07,21.03,93.19,6.79,116.02,orange
26.9,13.72,9.61,24.18,90.89,7.19,117.06,orange
26.1,14.18,7.17,21.88,89.3,7.23,96.46,orange
33.6,21.78,10.04,25.4,87.29,8.01,103.32,orange
18.88,9.18,11.46,19.48,92.5,6.78,97.47,orange
14.77,17.5,6.16,20.55,94.19,8.04,116.13,orange
14.1,15.13,10.09,21.75,94.91,7.09,121.29,orange
17.71,21.9,9.5,19.89,98.73,6.27,101.54,orange
15.84,26.63,15.42,27.28,91.21,7.97,114.82,orange
25.46,17.32,9.85,22.04,91.57,7.24,114.81,orange
19.41,22.64,5.0,24.33,94.35,7.46,109.62,orange
20.85,20.54,14.47,21.9,93.0,7.67,84.91,orange
15.46,22.46,13.28,24.37,90.85,6.65,103.31,orange
28.89,14.09,10.3,20.54,94.73,6.78,109.23,orange
9.5,10.15,10.02,18.82,98.52,6.18,100.8,orange
19.7,15.14,6.69,19.93,89.23,6.89,133.82,orange
20.07,21.33,11.52,26.14,83.8,6.88,126.09,orange
16.17,23.65,14.45,21.39,90.69,6.59,102.84,orange
12.2,18.32,5.63,24.61,94.08,6.34,129.0,orange
22.68,19.6,7.72,24.67,95.58,6.96,134.42,orange
19.86,21.16,10.88,24.56,87.19,7.15,101.58,orange
14.52,23.58,9.36,19.79,91.12,6.48,127.61,orange
15.43,18.72,14.07,21.3,93.8,6.59,139.75,orange
25.22,15.83,7.68,22.46,91.18,7.78,95.69,orange
20.41,16.53,9.65,22.47,91.85,7.35,117.71,orange
22.11,5.0,10.9,17.83,94.14,7.59,99.29,orange
18.03,14.2,13.71,23.09,97.38,7.17,113.31,orange
20.01,19.87,5.0,23.06,91.99,7.29,108.15,orange
13.37,16.63,6.75,17.02,94.38,7.23,116.01,orange
27.42,13.94,5.71,22.59,91.16,6.66,109.44,orange
15.93,9.26,8.68,19.39,92.89,6.74,123.74,orange
29.22,19.32,5.35,27.32,96.93,7.01,126.28,orange
16.29,9.14,7.72,27.99,87.73,7.0,110.81,orange
16.52,14.83,10.22,21.11,87.93,7.09,123.28,orange
24.82,13.36,6.25,21.95,96.9,7.26,118.85,orange
24.94,18.28,10.36,24.79,90.56,6.43,119.08,orange
27.03,12.13,12.47,27.84,92.19,6.67,111.88,orange
16.3,14.13,11.3,17.99,87.87,7.01,110.13,orange
21.66,24.1,10.31,24.59,89.27,7.31,104.08,orange
20.03,16.16,13.1,18.87,85.35,6.91,116.02,orange
20.51,21.53,11.31,21.11,85.22,6.91,122.74,orange
17.25,16.71,11.26,19.75,94.07,7.65,108.33,orange
12.83,16.33,5.0,23.81,93.56,7.67,108.07,orange
22.05,13.15,8.93,18.22,91.62,6.88,113.99,orange
15.86,16.93,9.0,21.81,92.44,7.02,119.53,orange
18.88,15.2,9.46,20.66,91.12,7.81,99.45,orange
17.93,15.05,9.26,21.81,93.04,6.32,122.85,orange
54.96,50.4,38.65,30.77,91.67,7.73,153.47,papaya
35.44,54.27,49.73,34.46,88.46,6.65,128.25,papaya
41.07,60.92,53.87,36.22,94.12,6.5,156.89,papaya
52.37,60.04,46.94,32.21,92.62,7.68,148.62,papaya
45.01,53.27,47.54,40.23,91.2,7.06,135.08,papaya
51.99,64.64,47.14,31.78,97.38,7.09,158.41,papaya
56.2,62.32,60.09,33.83,94.13,6.12,126.1,papaya
40.29,68.02,37.24,32.49,83.42,6.37,132.78,papaya
60.98,61.88,45.83,36.9,92.45,6.72,118.55,papaya
41.98,53.32,50.23,33.93,97.03,6.85,88.45,papaya
